Feature ,Leaf id,Y = 0,Y = 1,Y = 2,Y = 3,Y = 4,Y = 5,Y = 6,Y = 7,Y = 8,Y = 9,Y = 10,Y = 11,Y = 12,Y = 13,Y = 14,Y = 15,Y = 16,Y = 17,Y = 18,Y = 19,Y = 20,Y = 21,Y = 22,Y = 23,Y = 24,Y = 25, Preferred Class, P(Y) = 0,P(Y) = 1,P(Y) = 2,P(Y) = 3,P(Y) = 4,P(Y) = 5,P(Y) = 6,P(Y) = 7,P(Y) = 8,P(Y) = 9,P(Y) = 10,P(Y) = 11,P(Y) = 12,P(Y) = 13,P(Y) = 14,P(Y) = 15,P(Y) = 16,P(Y) = 17,P(Y) = 18,P(Y) = 19,P(Y) = 20,P(Y) = 21,P(Y) = 22,P(Y) = 23,P(Y) = 24,P(Y) = 25,
58,1,679.0,20.0,33.0,0.0,52.0,94.0,154.0,253.0,34.0,123.0,178.0,7.0,324.0,254.0,93.0,372.0,372.0,147.0,68.0,4.0,18.0,536.0,689.0,5.0,316.0,32.0,22,0.14,0.004,0.007,0.0,0.011,0.019,0.032,0.052,0.007,0.025,0.037,0.001,0.067,0.052,0.019,0.077,0.077,0.03,0.014,0.001,0.004,0.11,0.142,0.001,0.065,0.007,
58,2,110.0,746.0,703.0,805.0,716.0,681.0,619.0,481.0,721.0,624.0,561.0,754.0,468.0,529.0,660.0,431.0,411.0,611.0,680.0,792.0,795.0,228.0,63.0,782.0,470.0,702.0,3,0.007,0.049,0.046,0.053,0.047,0.045,0.041,0.032,0.048,0.041,0.037,0.05,0.031,0.035,0.044,0.028,0.027,0.04,0.045,0.052,0.052,0.015,0.004,0.052,0.031,0.046,
58,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
58,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
59,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
59,1,754.0,625.0,695.0,738.0,746.0,754.0,693.0,582.0,752.0,743.0,615.0,725.0,39.0,413.0,705.0,751.0,746.0,609.0,740.0,783.0,706.0,667.0,56.0,774.0,741.0,732.0,19,0.045,0.037,0.041,0.044,0.044,0.045,0.041,0.034,0.045,0.044,0.036,0.043,0.002,0.024,0.042,0.044,0.044,0.036,0.044,0.046,0.042,0.04,0.003,0.046,0.044,0.043,
59,2,35.0,141.0,41.0,67.0,22.0,21.0,80.0,152.0,3.0,4.0,124.0,36.0,753.0,370.0,48.0,52.0,37.0,149.0,8.0,13.0,107.0,97.0,696.0,13.0,45.0,2.0,12,0.011,0.045,0.013,0.022,0.007,0.007,0.026,0.049,0.001,0.001,0.04,0.012,0.242,0.119,0.015,0.017,0.012,0.048,0.003,0.004,0.034,0.031,0.223,0.004,0.014,0.001,
59,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
59,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
60,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
60,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,191.0,208.0,315.0,0.0,193.0,187.0,271.0,0.0,0.0,0.0,0.0,0.0,192.0,225.0,209.0,265.0,0.0,215.0,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.077,0.084,0.127,0.0,0.078,0.076,0.11,0.0,0.0,0.0,0.0,0.0,0.078,0.091,0.085,0.107,0.0,0.087,0.0,
60,2,788.0,766.0,736.0,805.0,768.0,775.0,773.0,543.0,547.0,432.0,739.0,568.0,605.0,512.0,753.0,803.0,783.0,758.0,748.0,604.0,588.0,555.0,487.0,787.0,571.0,734.0,3,0.045,0.044,0.042,0.046,0.044,0.044,0.044,0.031,0.031,0.025,0.042,0.032,0.035,0.029,0.043,0.046,0.045,0.043,0.043,0.034,0.034,0.032,0.028,0.045,0.033,0.042,
60,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
60,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
61,0,789.0,766.0,736.0,805.0,768.0,775.0,773.0,734.0,755.0,747.0,739.0,761.0,792.0,783.0,753.0,803.0,783.0,758.0,748.0,796.0,813.0,764.0,752.0,787.0,786.0,734.0,20,0.039,0.038,0.037,0.04,0.038,0.039,0.039,0.037,0.038,0.037,0.037,0.038,0.04,0.039,0.038,0.04,0.039,0.038,0.037,0.04,0.041,0.038,0.038,0.039,0.039,0.037,
61,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
61,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
61,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
61,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
62,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
62,1,537.0,458.0,385.0,461.0,457.0,72.0,505.0,468.0,438.0,102.0,391.0,636.0,538.0,524.0,457.0,126.0,648.0,540.0,434.0,438.0,565.0,500.0,533.0,481.0,504.0,279.0,16,0.047,0.04,0.034,0.04,0.04,0.006,0.044,0.041,0.038,0.009,0.034,0.055,0.047,0.046,0.04,0.011,0.056,0.047,0.038,0.038,0.049,0.044,0.046,0.042,0.044,0.024,
62,2,252.0,308.0,351.0,344.0,311.0,703.0,268.0,266.0,317.0,645.0,348.0,125.0,254.0,259.0,296.0,677.0,135.0,218.0,314.0,358.0,248.0,264.0,219.0,306.0,282.0,455.0,5,0.03,0.036,0.041,0.04,0.036,0.082,0.031,0.031,0.037,0.076,0.041,0.015,0.03,0.03,0.035,0.079,0.016,0.026,0.037,0.042,0.029,0.031,0.026,0.036,0.033,0.053,
62,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
62,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
63,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
63,1,784.0,371.0,121.0,153.0,125.0,530.0,397.0,386.0,288.0,432.0,277.0,165.0,780.0,713.0,583.0,731.0,600.0,573.0,286.0,136.0,359.0,756.0,748.0,269.0,440.0,108.0,0,0.071,0.033,0.011,0.014,0.011,0.048,0.036,0.035,0.026,0.039,0.025,0.015,0.07,0.064,0.052,0.066,0.054,0.052,0.026,0.012,0.032,0.068,0.067,0.024,0.04,0.01,
63,2,5.0,395.0,615.0,652.0,643.0,245.0,376.0,348.0,467.0,315.0,462.0,596.0,12.0,70.0,170.0,72.0,183.0,185.0,462.0,660.0,454.0,8.0,4.0,518.0,346.0,626.0,19,0.001,0.044,0.069,0.073,0.072,0.028,0.042,0.039,0.053,0.035,0.052,0.067,0.001,0.008,0.019,0.008,0.021,0.021,0.052,0.074,0.051,0.001,0.0,0.058,0.039,0.07,
63,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
63,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
64,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
64,1,381.0,3.0,69.0,66.0,0.0,378.0,0.0,219.0,482.0,569.0,133.0,479.0,593.0,638.0,67.0,71.0,7.0,3.0,5.0,527.0,618.0,595.0,604.0,7.0,473.0,0.0,13,0.055,0.0,0.01,0.009,0.0,0.054,0.0,0.031,0.069,0.081,0.019,0.069,0.085,0.091,0.01,0.01,0.001,0.0,0.001,0.075,0.088,0.085,0.086,0.001,0.068,0.0,
64,2,408.0,763.0,667.0,739.0,768.0,397.0,773.0,515.0,273.0,178.0,606.0,282.0,199.0,145.0,686.0,732.0,776.0,755.0,743.0,269.0,195.0,169.0,148.0,780.0,313.0,734.0,23,0.031,0.059,0.051,0.057,0.059,0.031,0.059,0.04,0.021,0.014,0.047,0.022,0.015,0.011,0.053,0.056,0.06,0.058,0.057,0.021,0.015,0.013,0.011,0.06,0.024,0.056,
64,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
64,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
65,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
65,1,761.0,764.0,370.0,802.0,685.0,378.0,703.0,632.0,751.0,717.0,589.0,747.0,486.0,694.0,696.0,675.0,584.0,758.0,689.0,141.0,188.0,66.0,124.0,685.0,67.0,695.0,3,0.053,0.053,0.026,0.056,0.047,0.026,0.049,0.044,0.052,0.05,0.041,0.052,0.034,0.048,0.048,0.047,0.04,0.052,0.048,0.01,0.013,0.005,0.009,0.047,0.005,0.048,
65,2,28.0,2.0,366.0,3.0,83.0,397.0,70.0,102.0,4.0,30.0,150.0,14.0,306.0,89.0,57.0,128.0,199.0,0.0,59.0,655.0,625.0,698.0,628.0,102.0,719.0,39.0,24,0.005,0.0,0.066,0.001,0.015,0.071,0.013,0.018,0.001,0.005,0.027,0.003,0.055,0.016,0.01,0.023,0.036,0.0,0.011,0.118,0.113,0.126,0.113,0.018,0.129,0.007,
65,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
65,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
66,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
66,1,48.0,53.0,399.0,0.0,235.0,420.0,95.0,0.0,626.0,561.0,0.0,561.0,0.0,0.0,0.0,449.0,1.0,1.0,244.0,401.0,0.0,1.0,0.0,0.0,435.0,499.0,8,0.01,0.011,0.079,0.0,0.047,0.084,0.019,0.0,0.124,0.112,0.0,0.112,0.0,0.0,0.0,0.089,0.0,0.0,0.049,0.08,0.0,0.0,0.0,0.0,0.086,0.099,
66,2,741.0,713.0,337.0,805.0,533.0,355.0,678.0,734.0,129.0,186.0,739.0,200.0,792.0,783.0,753.0,354.0,782.0,757.0,504.0,395.0,813.0,763.0,752.0,787.0,351.0,235.0,20,0.049,0.048,0.023,0.054,0.036,0.024,0.045,0.049,0.009,0.012,0.049,0.013,0.053,0.052,0.05,0.024,0.052,0.051,0.034,0.026,0.054,0.051,0.05,0.053,0.023,0.016,
66,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
66,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
67,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
67,1,748.0,464.0,247.0,420.0,559.0,738.0,269.0,390.0,744.0,592.0,577.0,637.0,399.0,451.0,89.0,465.0,275.0,456.0,526.0,755.0,380.0,728.0,695.0,782.0,723.0,695.0,23,0.054,0.034,0.018,0.03,0.04,0.053,0.019,0.028,0.054,0.043,0.042,0.046,0.029,0.033,0.006,0.034,0.02,0.033,0.038,0.055,0.028,0.053,0.05,0.057,0.052,0.05,
67,2,41.0,302.0,489.0,385.0,209.0,37.0,504.0,344.0,11.0,155.0,162.0,124.0,393.0,332.0,664.0,338.0,508.0,302.0,222.0,41.0,433.0,36.0,57.0,5.0,63.0,39.0,14,0.007,0.049,0.079,0.062,0.034,0.006,0.081,0.056,0.002,0.025,0.026,0.02,0.063,0.054,0.107,0.055,0.082,0.049,0.036,0.007,0.07,0.006,0.009,0.001,0.01,0.006,
67,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
67,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
68,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
68,1,789.0,766.0,583.0,740.0,534.0,775.0,746.0,734.0,745.0,743.0,738.0,675.0,792.0,783.0,745.0,803.0,774.0,758.0,633.0,754.0,791.0,764.0,752.0,618.0,774.0,212.0,15,0.043,0.041,0.031,0.04,0.029,0.042,0.04,0.04,0.04,0.04,0.04,0.036,0.043,0.042,0.04,0.043,0.042,0.041,0.034,0.041,0.043,0.041,0.041,0.033,0.042,0.011,
68,2,0.0,0.0,153.0,65.0,234.0,0.0,27.0,0.0,10.0,4.0,1.0,86.0,0.0,0.0,8.0,0.0,9.0,0.0,115.0,42.0,22.0,0.0,0.0,169.0,12.0,522.0,25,0.0,0.0,0.103,0.044,0.158,0.0,0.018,0.0,0.007,0.003,0.001,0.058,0.0,0.0,0.005,0.0,0.006,0.0,0.078,0.028,0.015,0.0,0.0,0.114,0.008,0.353,
68,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
68,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
69,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
69,1,789.0,766.0,658.0,805.0,754.0,581.0,773.0,722.0,755.0,747.0,673.0,761.0,749.0,745.0,753.0,802.0,771.0,758.0,744.0,410.0,427.0,117.0,635.0,731.0,191.0,733.0,3,0.045,0.044,0.038,0.046,0.043,0.033,0.045,0.042,0.044,0.043,0.039,0.044,0.043,0.043,0.043,0.046,0.044,0.044,0.043,0.024,0.025,0.007,0.037,0.042,0.011,0.042,
69,2,0.0,0.0,78.0,0.0,14.0,194.0,0.0,12.0,0.0,0.0,66.0,0.0,43.0,38.0,0.0,1.0,12.0,0.0,4.0,386.0,386.0,647.0,117.0,56.0,595.0,1.0,21,0.0,0.0,0.029,0.0,0.005,0.073,0.0,0.005,0.0,0.0,0.025,0.0,0.016,0.014,0.0,0.0,0.005,0.0,0.002,0.146,0.146,0.244,0.044,0.021,0.225,0.0,
69,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
69,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
70,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
70,1,36.0,323.0,2.0,646.0,0.0,580.0,32.0,59.0,98.0,113.0,14.0,211.0,65.0,223.0,63.0,733.0,5.0,100.0,101.0,316.0,16.0,83.0,34.0,65.0,276.0,62.0,15,0.008,0.076,0.0,0.152,0.0,0.136,0.008,0.014,0.023,0.027,0.003,0.05,0.015,0.052,0.015,0.172,0.001,0.023,0.024,0.074,0.004,0.02,0.008,0.015,0.065,0.015,
70,2,753.0,443.0,734.0,159.0,768.0,195.0,741.0,675.0,657.0,634.0,725.0,550.0,727.0,560.0,690.0,70.0,778.0,658.0,647.0,480.0,797.0,681.0,718.0,722.0,510.0,672.0,20,0.048,0.028,0.047,0.01,0.049,0.012,0.047,0.043,0.042,0.04,0.046,0.035,0.046,0.036,0.044,0.004,0.049,0.042,0.041,0.03,0.051,0.043,0.046,0.046,0.032,0.043,
70,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
70,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
71,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
71,1,668.0,171.0,332.0,657.0,384.0,696.0,219.0,606.0,674.0,678.0,308.0,609.0,700.0,752.0,675.0,673.0,341.0,207.0,575.0,778.0,794.0,701.0,715.0,682.0,759.0,641.0,20,0.045,0.011,0.022,0.044,0.026,0.046,0.015,0.04,0.045,0.045,0.021,0.041,0.047,0.05,0.045,0.045,0.023,0.014,0.038,0.052,0.053,0.047,0.048,0.045,0.051,0.043,
71,2,121.0,595.0,404.0,148.0,384.0,79.0,554.0,128.0,81.0,69.0,431.0,152.0,92.0,31.0,78.0,130.0,442.0,551.0,173.0,18.0,19.0,63.0,37.0,105.0,27.0,93.0,1,0.024,0.119,0.081,0.03,0.077,0.016,0.111,0.026,0.016,0.014,0.086,0.03,0.018,0.006,0.016,0.026,0.088,0.11,0.035,0.004,0.004,0.013,0.007,0.021,0.005,0.019,
71,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
71,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
72,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
72,1,757.0,551.0,452.0,528.0,747.0,773.0,549.0,506.0,755.0,636.0,598.0,726.0,558.0,538.0,211.0,572.0,457.0,511.0,637.0,760.0,528.0,760.0,747.0,787.0,766.0,734.0,23,0.047,0.034,0.028,0.033,0.046,0.048,0.034,0.031,0.047,0.039,0.037,0.045,0.035,0.033,0.013,0.035,0.028,0.032,0.039,0.047,0.033,0.047,0.046,0.049,0.047,0.045,
72,2,32.0,215.0,284.0,277.0,21.0,2.0,224.0,228.0,0.0,111.0,141.0,35.0,234.0,245.0,542.0,231.0,326.0,247.0,111.0,36.0,285.0,4.0,5.0,0.0,20.0,0.0,14,0.008,0.056,0.074,0.072,0.005,0.001,0.058,0.059,0.0,0.029,0.037,0.009,0.061,0.064,0.141,0.06,0.085,0.064,0.029,0.009,0.074,0.001,0.001,0.0,0.005,0.0,
72,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
72,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
